Complaint ID,Dataset ID,Case type,Actual/Expected category,GenAI category,Python category,GenAI dept,Python dept,GenAI urgency,Python urgency,GenAI escalation,Python escalation,Policy reference,Match/Mismatch,Verification status,Explanation of disagreement
CMP-00418,DS-0418,calm_critical,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00419,DS-0419,multi_issue,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123.
CMP-00420,DS-0420,incomplete,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00421,DS-0421,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00422,DS-0422,ambiguous,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00423,DS-0423,contradictory_policy,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),true,RPL-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-202, escalation rules ESC-HW-01."
CMP-00424,DS-0424,multi_issue,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00425,DS-0425,repeated,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01, ESC-REP-01, repeat of CMP-00148."
CMP-00426,DS-0426,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-170, escalation rules ESC-SEC-01, ESC-X-09."
CMP-00427,DS-0427,high_value,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),high,not run (no provider credit),true,REF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005, escalation rules ESC-HIGH-01, ESC-HIGH-VALUE."
CMP-00428,DS-0428,prompt_injection,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00429,DS-0429,multi_issue,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002.
CMP-00430,DS-0430,high_priority,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002.
CMP-00431,DS-0431,multi_issue,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00432,DS-0432,low_priority,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00433,DS-0433,emotional,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00434,DS-0434,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-01."
CMP-00435,DS-0435,high_priority,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00436,DS-0436,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-021, escalation rules ESC-SAF-02."
CMP-00437,DS-0437,incomplete,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00438,DS-0438,policy_exception,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),true,REF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-018, escalation rules ESC-POL-01."
CMP-00439,DS-0439,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00107, CMP-00296."
CMP-00440,DS-0440,simple,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00441,DS-0441,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00442,DS-0442,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-180.
CMP-00443,DS-0443,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00218."
CMP-00444,DS-0444,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-149.
CMP-00445,DS-0445,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-170, escalation rules ESC-SEC-01."
CMP-00446,DS-0446,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00447,DS-0447,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00448,DS-0448,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00449,DS-0449,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-022.
CMP-00450,DS-0450,multi_issue,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00451,DS-0451,multi_issue,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00452,DS-0452,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-180.
CMP-00453,DS-0453,vip_minor,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121, escalation rules ESC-VIP-01."
CMP-00454,DS-0454,simple,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00455,DS-0455,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-149.
CMP-00456,DS-0456,ambiguous,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00457,DS-0457,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-163, escalation rules ESC-SAF-02."
CMP-00458,DS-0458,contradictory_policy,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00459,DS-0459,prompt_injection,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00460,DS-0460,policy_exception,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),true,REF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-018, escalation rules ESC-POL-01."
CMP-00461,DS-0461,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00462,DS-0462,low_priority,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00463,DS-0463,contradictory_policy,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00464,DS-0464,contradictory_policy,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00465,DS-0465,low_priority,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00466,DS-0466,unsupported_refund,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00467,DS-0467,simple,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-187.
CMP-00468,DS-0468,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-141.
CMP-00469,DS-0469,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00421."
CMP-00470,DS-0470,ambiguous,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00471,DS-0471,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00472,DS-0472,vip_minor,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121, escalation rules ESC-VIP-01."
CMP-00473,DS-0473,low_value_privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-165, escalation rules ESC-PRI-02."
CMP-00474,DS-0474,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-141.
CMP-00475,DS-0475,incomplete,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00476,DS-0476,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00077, CMP-00144."
CMP-00477,DS-0477,policy_exception,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012, escalation rules ESC-POL-01."
CMP-00478,DS-0478,high_priority,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00479,DS-0479,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-019.
CMP-00480,DS-0480,simple,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00481,DS-0481,contradictory_policy,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00482,DS-0482,vip_minor,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00483,DS-0483,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00484,DS-0484,ambiguous,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00485,DS-0485,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-018.
CMP-00486,DS-0486,low_priority,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00487,DS-0487,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00488,DS-0488,prompt_injection,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00489,DS-0489,multi_issue,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00490,DS-0490,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00491,DS-0491,high_value,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),true,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004, escalation rules ESC-HIGH-VALUE."
CMP-00492,DS-0492,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-011.
CMP-00493,DS-0493,high_value,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),true,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003, escalation rules ESC-HIGH-01, ESC-HIGH-VALUE."
CMP-00494,DS-0494,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002.
CMP-00495,DS-0495,multi_issue,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002.
CMP-00496,DS-0496,legal_threat,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,REL-SOP-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-190, escalation rules ESC-LEG-01."
CMP-00497,DS-0497,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00498,DS-0498,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-01, ESC-PRI-02."
CMP-00499,DS-0499,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00500,DS-0500,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-155.
CMP-00501,DS-0501,multi_issue,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00502,DS-0502,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, repeat of CMP-00060."
CMP-00503,DS-0503,near_duplicate,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002, repeat of CMP-00040."
CMP-00504,DS-0504,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-154.
CMP-00505,DS-0505,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-021.
CMP-00506,DS-0506,incomplete,Unclassified,not run (no provider credit),Unclassified,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule none.
CMP-00507,DS-0507,vip_minor,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00508,DS-0508,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-021.
CMP-00509,DS-0509,simple,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00510,DS-0510,contradictory_policy,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00511,DS-0511,simple,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013.
CMP-00512,DS-0512,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00487."
CMP-00513,DS-0513,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),medium,not run (no provider credit),false,SEC-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-017.
CMP-00514,DS-0514,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00515,DS-0515,prompt_injection,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00516,DS-0516,vip_minor,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00517,DS-0517,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00518,DS-0518,unsupported_refund,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-122.
CMP-00519,DS-0519,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00520,DS-0520,unsupported_refund,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
